batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
tc1,b6-a3,b6-a3,100,,,,,,,95,99,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-3,1,1,-30:6.0,,na,na,100,2,92.047,0.159806132548159,0.113,91.934,92.16,2,99.929,0.00141421356237985,0.00100000000000477,99.928,99.93,S0361 | S0362,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
tc1,b6-a4,b6-a4,100,,,,,,,95,99,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-4,1,1,-30:6.0,,na,na,100,2,91.84,0.263043722601406,0.186000000000007,91.654,92.026,2,99.66,0.0452548339959441,0.0320000000000036,99.628,99.692,S0363 | S0364,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
tc1,ly-a3,ly-a3,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-30:6.0,,na,na,100,2,91.19,0.288499566724112,0.204000000000001,90.986,91.394,2,99.886,0.0169705627484778,0.0120000000000005,99.874,99.898,S0365 | S0366,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
tc1,ly-a4,ly-a4,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-30:6.0,,na,na,100,2,91.895,0.0975807358037473,0.0690000000000026,91.826,91.964,2,99.856,0.00282842712474965,0.00200000000000244,99.854,99.858,S0367 | S0368,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
tc1,sc-a3,sc-a3,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-3,1,1,-30:6.0,,na,na,100,2,92.751,0.0183847763108476,0.0129999999999981,92.738,92.764,2,99.97,0.0028284271247396,0.00199999999999534,99.968,99.972,S0369 | S0370,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
tc1,sc-a4,sc-a4,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-4,1,1,-30:6.0,,na,na,100,2,91.732,0.200818325856974,0.141999999999996,91.59,91.874,2,99.625,0.038183766184075,0.027000000000001,99.598,99.652,S0371 | S0372,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
ub9,b6,b6,100,,,,,,,95,99,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-60:6.0,,na,na,100,3,74.7966666666667,0.455694342002768,0.263095251023487,74.508,75.322,3,99.9973333333333,0.00230940107676133,0.00133333333333496,99.996,100,S0373 | S0374 | S0375,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
ub9,ly,ly,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-60:6.0,,na,na,100,3,73.9906666666667,0.129187202668585,0.0745862662365623,73.85,74.104,3,99.994,0.00199999999999534,0.00115470053837656,99.992,99.996,S0376 | S0377 | S0378,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
ub9,sc,sc,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,0,-60:6.0,,na,na,100,3,72.422,0.850197624085129,0.490861827129929,71.806,73.392,3,99.9073333333333,0.0883704324609391,0.0510206929697268,99.824,100,S0379 | S0380 | S0381,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
PP,blk6,blk6,100,,,,,,,95,99,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,74.3786666666667,0.522908532473261,0.301901381984989,73.802,74.822,3,99.976,0.00600000000000023,0.00346410161513789,99.97,99.982,S0382 | S0383 | S0384,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
PP,layer,layer,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,73.498,0.295452195794852,0.170579404774824,73.264,73.83,3,99.9693333333333,0.0061101009266075,0.00352766841475262,99.964,99.976,S0385 | S0386 | S0387,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
PP,scal,scal,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,73.8113333333333,0.331736843496968,0.191528355893091,73.442,74.084,3,99.99,0.0173205080756894,0.0100000000000004,99.97,100,S0388 | S0389 | S0390,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
pp,blk6,blk6,100,,,,,,,95,99,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,74.326,0.459373486392061,0.265219406027034,74.018,74.854,3,99.9773333333333,0.00230940107676133,0.00133333333333496,99.976,99.98,S0391 | S0392 | S0393,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
pp,layer,layer,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,73.4,0.344377699626441,0.19882655758223,73.096,73.774,3,99.9686666666667,0.00305505046329677,0.00176383420737228,99.966,99.972,S0394 | S0395 | S0396,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
pp,scal,scal,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,100,3,73.8486666666667,0.221127414251001,0.127667972143021,73.66,74.092,3,99.9986666666667,0.00230940107676133,0.00133333333333496,99.996,100,S0397 | S0398 | S0399,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)",test accuracy percent; differences and SD/SE in percentage points
