batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
cru1,lay-m1e-3-a1e-3,lay-m1e-3-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,3,69.8393333333333,0.320139552903623,0.184832657047153,69.482,70.1,3,99.2306666666667,0.0816169916949539,0.0471215921255291,99.16,99.32,S0484 | S0485 | S0486,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m1e-3-a1e-6,lay-m1e-3-a1e-6,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,69.5506666666667,0.514199701802067,0.296873336252649,68.958,69.878,3,98.9193333333333,0.129403760893311,0.0747112961859033,98.832,99.068,S0487 | S0488 | S0489,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m1e-4-a1e-3,lay-m1e-4-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,3,71.0826666666667,0.43829366106908,0.25304896320234,70.684,71.552,3,97.4773333333333,0.0197315314492646,0.0113920049937565,97.464,97.5,S0490 | S0491 | S0492,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m1e-4-a1e-6,lay-m1e-4-a1e-6,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,,na,na,100,3,10.9573333333333,0.238279947400812,0.137570991774348,10.726,11.202,3,10.5253333333333,0.299027312019042,0.172643499089244,10.192,10.77,S0493 | S0494 | S0495,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m1e-5-a1e-3,lay-m1e-5-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-5,1e-3,1,1,-15:-2.3026,,na,na,100,3,32.3206666666667,0.632380687033792,0.36510515988928,31.676,32.94,3,33.806,0.495548181310355,0.286104875875963,33.238,34.15,S0496 | S0497 | S0498,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m3e-3-a1e-3,lay-m3e-3-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,100,3,69.856,0.30012663993721,0.173278196358726,69.666,70.202,3,99.7093333333333,0.0133166562369573,0.00768837506311299,99.698,99.724,S0499 | S0500 | S0501,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m3e-3-a1e-6,lay-m3e-3-a1e-6,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,69.61,0.220970586277904,0.127577427470538,69.374,69.812,3,99.444,0.0950157881617637,0.0548573908724587,99.35,99.54,S0502 | S0503 | S0504,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m3e-4-a1e-3,lay-m3e-4-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,100,3,70.1926666666667,0.473558162566472,0.273408932634697,69.664,70.578,3,98.9986666666667,0.0349475797922217,0.0201769946005651,98.96,99.028,S0505 | S0506 | S0507,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m3e-4-a1e-6,lay-m3e-4-a1e-6,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-4,1e-6,1,1,-15:-2.3026,,na,na,100,3,68.2926666666667,0.415722663964012,0.24001759194785,67.818,68.592,3,91.2293333333333,1.05103821687574,0.606817197441791,90.272,92.354,S0508 | S0509 | S0510,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
cru1,lay-m3e-5-a1e-3,lay-m3e-5-a1e-3,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,100,3,53.594,0.416057688307764,0.240211018342901,53.174,54.006,3,61.7273333333333,0.568613518422954,0.328289167926353,61.072,62.09,S0511 | S0512 | S0513,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740",test accuracy percent; differences and SD/SE in percentage points
