batch,arm,label,seed,run,epoch,test_accuracy_percent,train_accuracy_percent,source_ids,registered_horizon_epochs,in_registered_plateau5_window,scope,units
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,0,32.53,23.71,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,1,41.75,36.74,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,2,50.36,44.85,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,3,57.19,53.72,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,4,65.24,61.6,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,5,68.52,67.45,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,6,73.52,71.64,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,7,74.95,74.37,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,8,76.28,76.43,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,9,78.66,77.82,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,10,78.03,79.37,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,11,80.2,80.37,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,12,80.99,81.5,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,13,81.85,82.26,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,14,81.98,83.45,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,15,82.78,84.02,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,16,83.22,84.69,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,17,83.54,84.89,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,18,84.44,85.57,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,19,84.07,85.99,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,20,84.54,86.44,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,21,85.13,86.84,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,22,85.02,86.99,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,23,85.28,87.28,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,24,85.17,87.65,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cfr1,sc-C,sc-C,0,cfr1-sc-C-s0,25,85.35,87.93,S0406,100,false,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
